user,contributions,repositories,primary_language,monthly_contributions,contribution_types
iurisevero,1855,59,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 1, '2018-09': 16, '2018-10': 16, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 23, '2019-04': 118, '2019-05': 84, '2019-06': 78, '2019-07': 1, '2019-08': 2, '2019-09': 0, '2019-10': 16, '2019-11': 0, '2019-12': 8, '2020-01': 16, '2020-02': 1, '2020-03': 3, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 2, '2020-09': 93, '2020-10': 131, '2020-11': 48, '2020-12': 2, '2021-01': 1, '2021-02': 12, '2021-03': 41, '2021-04': 68, '2021-05': 34, '2021-06': 2, '2021-07': 0, '2021-08': 71, '2021-09': 63, '2021-10': 57, '2021-11': 98, '2021-12': 0, '2022-01': 3, '2022-02': 26, '2022-03': 23, '2022-04': 25, '2022-05': 3, '2022-06': 3, '2022-07': 20, '2022-08': 40, '2022-09': 66, '2022-10': 63, '2022-11': 14, '2022-12': 1, '2023-01': 7, '2023-02': 0, '2023-03': 31, '2023-04': 113, '2023-05': 89, '2023-06': 20, '2023-07': 34, '2023-08': 4, '2023-09': 3, '2023-10': 91, '2023-11': 4, '2023-12': 4, '2024-01': 0, '2024-02': 0, '2024-03': 21, '2024-04': 1, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 24, '2024-09': 16}","{'commits': 1548, 'pull_requests': 139, 'issues': 112, 'reviews': 27}"
thamipontes,718,39,Java,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 1, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 5, '2019-08': 5, '2019-09': 0, '2019-10': 10, '2019-11': 12, '2019-12': 4, '2020-01': 0, '2020-02': 4, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 7, '2020-10': 1, '2020-11': 25, '2020-12': 12, '2021-01': 21, '2021-02': 15, '2021-03': 44, '2021-04': 23, '2021-05': 17, '2021-06': 15, '2021-07': 20, '2021-08': 15, '2021-09': 2, '2021-10': 22, '2021-11': 18, '2021-12': 140, '2022-01': 14, '2022-02': 0, '2022-03': 10, '2022-04': 0, '2022-05': 96, '2022-06': 48, '2022-07': 0, '2022-08': 4, '2022-09': 10, '2022-10': 28, '2022-11': 4, '2022-12': 1, '2023-01': 1, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 6, '2023-06': 24, '2023-07': 0, '2023-08': 4, '2023-09': 21, '2023-10': 0, '2023-11': 2, '2023-12': 5, '2024-01': 2, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 570, 'pull_requests': 32, 'issues': 83, 'reviews': 10}"
mark-collins-voxsio,31,3,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 16, '2019-03': 12, '2019-04': 0, '2019-05': 3, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 24, 'pull_requests': 3, 'issues': 0, 'reviews': 0}"
AdneMoretti,2218,52,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 1, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 1, '2021-02': 1, '2021-03': 3, '2021-04': 0, '2021-05': 1, '2021-06': 0, '2021-07': 3, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 31, '2021-12': 54, '2022-01': 23, '2022-02': 45, '2022-03': 55, '2022-04': 72, '2022-05': 50, '2022-06': 33, '2022-07': 332, '2022-08': 556, '2022-09': 84, '2022-10': 3, '2022-11': 20, '2022-12': 14, '2023-01': 38, '2023-02': 40, '2023-03': 0, '2023-04': 25, '2023-05': 79, '2023-06': 34, '2023-07': 46, '2023-08': 0, '2023-09': 36, '2023-10': 22, '2023-11': 26, '2023-12': 18, '2024-01': 0, '2024-02': 1, '2024-03': 13, '2024-04': 19, '2024-05': 8, '2024-06': 5, '2024-07': 198, '2024-08': 158, '2024-09': 70}","{'commits': 941, 'pull_requests': 83, 'issues': 55, 'reviews': 18}"
msamogh,2744,123,Python,"{'2017-01': 7, '2017-02': 6, '2017-03': 1, '2017-04': 0, '2017-05': 7, '2017-06': 15, '2017-07': 0, '2017-08': 0, '2017-09': 2, '2017-10': 3, '2017-11': 0, '2017-12': 29, '2018-01': 13, '2018-02': 246, '2018-03': 17, '2018-04': 17, '2018-05': 2, '2018-06': 8, '2018-07': 1, '2018-08': 2, '2018-09': 5, '2018-10': 22, '2018-11': 4, '2018-12': 4, '2019-01': 9, '2019-02': 4, '2019-03': 8, '2019-04': 5, '2019-05': 13, '2019-06': 43, '2019-07': 197, '2019-08': 310, '2019-09': 158, '2019-10': 107, '2019-11': 7, '2019-12': 4, '2020-01': 4, '2020-02': 0, '2020-03': 0, '2020-04': 80, '2020-05': 2, '2020-06': 3, '2020-07': 2, '2020-08': 5, '2020-09': 1, '2020-10': 1, '2020-11': 0, '2020-12': 0, '2021-01': 9, '2021-02': 4, '2021-03': 5, '2021-04': 24, '2021-05': 4, '2021-06': 7, '2021-07': 5, '2021-08': 7, '2021-09': 20, '2021-10': 8, '2021-11': 3, '2021-12': 40, '2022-01': 4, '2022-02': 40, '2022-03': 81, '2022-04': 31, '2022-05': 19, '2022-06': 24, '2022-07': 69, '2022-08': 15, '2022-09': 83, '2022-10': 107, '2022-11': 57, '2022-12': 24, '2023-01': 4, '2023-02': 29, '2023-03': 10, '2023-04': 109, '2023-05': 25, '2023-06': 36, '2023-07': 36, '2023-08': 15, '2023-09': 52, '2023-10': 42, '2023-11': 4, '2023-12': 25, '2024-01': 163, '2024-02': 46, '2024-03': 28, '2024-04': 23, '2024-05': 4, '2024-06': 27, '2024-07': 2, '2024-08': 0, '2024-09': 0}","{'commits': 1135, 'pull_requests': 62, 'issues': 57, 'reviews': 15}"
carlobeltrame,11341,71,Ruby,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 1, '2017-07': 11, '2017-08': 12, '2017-09': 17, '2017-10': 80, '2017-11': 35, '2017-12': 31, '2018-01': 59, '2018-02': 34, '2018-03': 17, '2018-04': 1, '2018-05': 5, '2018-06': 4, '2018-07': 0, '2018-08': 7, '2018-09': 57, '2018-10': 46, '2018-11': 103, '2018-12': 86, '2019-01': 66, '2019-02': 13, '2019-03': 128, '2019-04': 161, '2019-05': 46, '2019-06': 113, '2019-07': 38, '2019-08': 43, '2019-09': 175, '2019-10': 65, '2019-11': 162, '2019-12': 47, '2020-01': 162, '2020-02': 83, '2020-03': 144, '2020-04': 86, '2020-05': 76, '2020-06': 110, '2020-07': 126, '2020-08': 157, '2020-09': 154, '2020-10': 110, '2020-11': 333, '2020-12': 160, '2021-01': 263, '2021-02': 226, '2021-03': 352, '2021-04': 234, '2021-05': 258, '2021-06': 222, '2021-07': 135, '2021-08': 91, '2021-09': 218, '2021-10': 272, '2021-11': 177, '2021-12': 166, '2022-01': 250, '2022-02': 192, '2022-03': 218, '2022-04': 70, '2022-05': 143, '2022-06': 110, '2022-07': 109, '2022-08': 164, '2022-09': 157, '2022-10': 304, '2022-11': 207, '2022-12': 158, '2023-01': 145, '2023-02': 132, '2023-03': 340, '2023-04': 137, '2023-05': 158, '2023-06': 220, '2023-07': 79, '2023-08': 72, '2023-09': 77, '2023-10': 219, '2023-11': 242, '2023-12': 127, '2024-01': 211, '2024-02': 133, '2024-03': 357, '2024-04': 126, '2024-05': 179, '2024-06': 83, '2024-07': 141, '2024-08': 91, '2024-09': 12}","{'commits': 7110, 'pull_requests': 601, 'issues': 617, 'reviews': 1368}"
gravelylara,155,14,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 1, '2022-12': 0, '2023-01': 16, '2023-02': 0, '2023-03': 1, '2023-04': 9, '2023-05': 26, '2023-06': 14, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 7, '2023-11': 9, '2023-12': 5, '2024-01': 0, '2024-02': 0, '2024-03': 3, '2024-04': 33, '2024-05': 2, '2024-06': 18, '2024-07': 0, '2024-08': 4, '2024-09': 7}","{'commits': 111, 'pull_requests': 6, 'issues': 7, 'reviews': 0}"
RolandJAAI,93,2,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 2, '2018-05': 5, '2018-06': 0, '2018-07': 2, '2018-08': 7, '2018-09': 0, '2018-10': 1, '2018-11': 13, '2018-12': 0, '2019-01': 27, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 5, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 1, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 1, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 15, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 1, '2024-05': 11, '2024-06': 2, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 79, 'pull_requests': 10, 'issues': 0, 'reviews': 1}"
alexweidauer,56,5,Scala,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 8, '2018-07': 0, '2018-08': 1, '2018-09': 0, '2018-10': 0, '2018-11': 5, '2018-12': 14, '2019-01': 3, '2019-02': 5, '2019-03': 0, '2019-04': 0, '2019-05': 12, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 1, '2022-06': 4, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 3, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 17, 'pull_requests': 5, 'issues': 33, 'reviews': 1}"
pawni,1165,46,Python,"{'2017-01': 1, '2017-02': 36, '2017-03': 11, '2017-04': 67, '2017-05': 79, '2017-06': 66, '2017-07': 78, '2017-08': 20, '2017-09': 78, '2017-10': 104, '2017-11': 166, '2017-12': 0, '2018-01': 0, '2018-02': 35, '2018-03': 4, '2018-04': 10, '2018-05': 2, '2018-06': 7, '2018-07': 1, '2018-08': 0, '2018-09': 0, '2018-10': 1, '2018-11': 4, '2018-12': 2, '2019-01': 39, '2019-02': 18, '2019-03': 4, '2019-04': 0, '2019-05': 0, '2019-06': 7, '2019-07': 12, '2019-08': 5, '2019-09': 4, '2019-10': 7, '2019-11': 9, '2019-12': 17, '2020-01': 21, '2020-02': 19, '2020-03': 1, '2020-04': 36, '2020-05': 54, '2020-06': 41, '2020-07': 2, '2020-08': 0, '2020-09': 0, '2020-10': 4, '2020-11': 0, '2020-12': 4, '2021-01': 11, '2021-02': 3, '2021-03': 2, '2021-04': 2, '2021-05': 1, '2021-06': 0, '2021-07': 14, '2021-08': 16, '2021-09': 26, '2021-10': 0, '2021-11': 1, '2021-12': 1, '2022-01': 0, '2022-02': 0, '2022-03': 1, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 2, '2022-09': 0, '2022-10': 0, '2022-11': 2, '2022-12': 0, '2023-01': 0, '2023-02': 1, '2023-03': 2, '2023-04': 3, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 411, 'pull_requests': 15, 'issues': 4, 'reviews': 8}"
benoriol,442,16,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 9, '2018-02': 3, '2018-03': 3, '2018-04': 6, '2018-05': 5, '2018-06': 1, '2018-07': 11, '2018-08': 0, '2018-09': 4, '2018-10': 23, '2018-11': 10, '2018-12': 4, '2019-01': 4, '2019-02': 0, '2019-03': 12, '2019-04': 5, '2019-05': 5, '2019-06': 1, '2019-07': 3, '2019-08': 1, '2019-09': 0, '2019-10': 9, '2019-11': 21, '2019-12': 18, '2020-01': 15, '2020-02': 18, '2020-03': 10, '2020-04': 1, '2020-05': 6, '2020-06': 1, '2020-07': 10, '2020-08': 4, '2020-09': 4, '2020-10': 6, '2020-11': 2, '2020-12': 9, '2021-01': 7, '2021-02': 4, '2021-03': 2, '2021-04': 1, '2021-05': 1, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 2, '2021-11': 0, '2021-12': 2, '2022-01': 0, '2022-02': 15, '2022-03': 0, '2022-04': 0, '2022-05': 1, '2022-06': 2, '2022-07': 0, '2022-08': 0, '2022-09': 3, '2022-10': 3, '2022-11': 5, '2022-12': 0, '2023-01': 0, '2023-02': 2, '2023-03': 12, '2023-04': 6, '2023-05': 1, '2023-06': 4, '2023-07': 1, '2023-08': 2, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 3, '2024-01': 1, '2024-02': 4, '2024-03': 5, '2024-04': 2, '2024-05': 5, '2024-06': 18, '2024-07': 36, '2024-08': 18, '2024-09': 30}","{'commits': 168, 'pull_requests': 3, 'issues': 9, 'reviews': 0}"
josepjaume,19360,64,Ruby,"{'2017-01': 441, '2017-02': 385, '2017-03': 172, '2017-04': 90, '2017-05': 145, '2017-06': 219, '2017-07': 58, '2017-08': 130, '2017-09': 107, '2017-10': 138, '2017-11': 326, '2017-12': 191, '2018-01': 259, '2018-02': 239, '2018-03': 252, '2018-04': 168, '2018-05': 134, '2018-06': 154, '2018-07': 83, '2018-08': 111, '2018-09': 30, '2018-10': 85, '2018-11': 97, '2018-12': 216, '2019-01': 241, '2019-02': 158, '2019-03': 101, '2019-04': 116, '2019-05': 191, '2019-06': 138, '2019-07': 52, '2019-08': 78, '2019-09': 103, '2019-10': 186, '2019-11': 353, '2019-12': 54, '2020-01': 90, '2020-02': 192, '2020-03': 45, '2020-04': 251, '2020-05': 517, '2020-06': 176, '2020-07': 132, '2020-08': 97, '2020-09': 159, '2020-10': 250, '2020-11': 292, '2020-12': 235, '2021-01': 87, '2021-02': 232, '2021-03': 272, '2021-04': 232, '2021-05': 228, '2021-06': 175, '2021-07': 253, '2021-08': 378, '2021-09': 989, '2021-10': 1166, '2021-11': 730, '2021-12': 403, '2022-01': 412, '2022-02': 592, '2022-03': 361, '2022-04': 298, '2022-05': 470, '2022-06': 450, '2022-07': 306, '2022-08': 117, '2022-09': 171, '2022-10': 188, '2022-11': 98, '2022-12': 49, '2023-01': 33, '2023-02': 69, '2023-03': 103, '2023-04': 41, '2023-05': 80, '2023-06': 165, '2023-07': 16, '2023-08': 12, '2023-09': 28, '2023-10': 170, '2023-11': 135, '2023-12': 52, '2024-01': 75, '2024-02': 116, '2024-03': 202, '2024-04': 181, '2024-05': 129, '2024-06': 211, '2024-07': 179, '2024-08': 127, '2024-09': 142}","{'commits': 3972, 'pull_requests': 786, 'issues': 136, 'reviews': 1977}"
andrelucax,1665,60,C++,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 7, '2018-09': 79, '2018-10': 183, '2018-11': 52, '2018-12': 1, '2019-01': 0, '2019-02': 0, '2019-03': 11, '2019-04': 30, '2019-05': 47, '2019-06': 18, '2019-07': 0, '2019-08': 6, '2019-09': 55, '2019-10': 46, '2019-11': 55, '2019-12': 4, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 4, '2020-05': 30, '2020-06': 66, '2020-07': 70, '2020-08': 65, '2020-09': 64, '2020-10': 103, '2020-11': 81, '2020-12': 37, '2021-01': 0, '2021-02': 35, '2021-03': 61, '2021-04': 141, '2021-05': 90, '2021-06': 0, '2021-07': 0, '2021-08': 5, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 9, '2022-02': 10, '2022-03': 41, '2022-04': 13, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 3, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 4, '2023-06': 0, '2023-07': 7, '2023-08': 2, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 1, '2024-02': 0, '2024-03': 0, '2024-04': 1, '2024-05': 90, '2024-06': 38, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 1129, 'pull_requests': 90, 'issues': 33, 'reviews': 37}"
Alef012,262,46,Java,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 1, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 5, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 7, '2021-08': 2, '2021-09': 13, '2021-10': 13, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 1, '2022-05': 15, '2022-06': 3, '2022-07': 1, '2022-08': 9, '2022-09': 0, '2022-10': 1, '2022-11': 5, '2022-12': 0, '2023-01': 5, '2023-02': 6, '2023-03': 0, '2023-04': 19, '2023-05': 52, '2023-06': 24, '2023-07': 50, '2023-08': 0, '2023-09': 1, '2023-10': 2, '2023-11': 1, '2023-12': 10, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 2, '2024-07': 9, '2024-08': 5, '2024-09': 0}","{'commits': 230, 'pull_requests': 4, 'issues': 1, 'reviews': 0}"
dcalvom,1067,30,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 3, '2017-04': 2, '2017-05': 2, '2017-06': 0, '2017-07': 1, '2017-08': 0, '2017-09': 3, '2017-10': 25, '2017-11': 56, '2017-12': 14, '2018-01': 35, '2018-02': 41, '2018-03': 32, '2018-04': 67, '2018-05': 76, '2018-06': 42, '2018-07': 2, '2018-08': 2, '2018-09': 0, '2018-10': 1, '2018-11': 20, '2018-12': 8, '2019-01': 44, '2019-02': 93, '2019-03': 49, '2019-04': 80, '2019-05': 46, '2019-06': 27, '2019-07': 41, '2019-08': 69, '2019-09': 44, '2019-10': 14, '2019-11': 0, '2019-12': 8, '2020-01': 22, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 31, '2020-06': 11, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 2, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 2, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 1, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 10, '2022-05': 24, '2022-06': 15, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 2, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 903, 'pull_requests': 8, 'issues': 141, 'reviews': 4}"
